37.4,0.663,-0.205,1.13,0.907,0.803,-0.0346
37.5,0.666,-0.195,1.13,0.956,0.827,-0.0492
37.6,0.668,-0.185,1.12,1,0.851,-0.0635
37.7,0.67,-0.175,1.11,1.05,0.874,-0.0775
37.8,0.672,-0.165,1.1,1.1,0.896,-0.0913
37.9,0.673,-0.155,1.1,1.14,0.917,-0.105
38,0.674,-0.144,1.09,1.19,0.938,-0.118
38.1,0.674,-0.133,1.08,1.23,0.958,-0.13
38.2,0.674,-0.122,1.07,1.27,0.977,-0.143
38.3,0.674,-0.11,1.07,1.32,0.995,-0.155
38.4,0.673,-0.0987,1.06,1.36,1.01,-0.166
38.5,0.672,-0.0869,1.05,1.4,1.03,-0.177
38.6,0.671,-0.0749,1.04,1.44,1.05,-0.188
38.7,0.669,-0.0626,1.03,1.47,1.06,-0.199
38.8,0.666,-0.0502,1.03,1.51,1.08,-0.209
38.9,0.664,-0.0375,1.02,1.54,1.09,-0.219
39,0.661,-0.0246,1.01,1.58,1.11,-0.228
39.1,0.657,-0.0115,1,1.61,1.12,-0.237
39.2,0.654,0.00187,0.993,1.64,1.13,-0.245
39.3,0.65,0.0155,0.985,1.67,1.14,-0.254
39.4,0.646,0.0293,0.976,1.7,1.15,-0.261
39.5,0.641,0.0434,0.968,1.72,1.16,-0.269
39.6,0.636,0.0577,0.959,1.75,1.17,-0.276
39.7,0.631,0.0723,0.951,1.77,1.18,-0.283
39.8,0.626,0.0872,0.942,1.79,1.19,-0.289
39.9,0.621,0.102,0.933,1.81,1.2,-0.295
40,0.615,0.118,0.924,1.83,1.21,-0.3
40.1,0.609,0.133,0.916,1.85,1.22,-0.306
40.2,0.603,0.149,0.907,1.86,1.23,-0.311
40.3,0.597,0.166,0.897,1.87,1.24,-0.315
40.4,0.59,0.182,0.888,1.88,1.24,-0.319
40.5,0.584,0.199,0.879,1.89,1.25,-0.323
40.6,0.577,0.216,0.87,1.9,1.26,-0.327
40.7,0.571,0.233,0.86,1.91,1.26,-0.33
40.8,0.564,0.251,0.85,1.91,1.27,-0.333
40.9,0.557,0.269,0.84,1.91,1.28,-0.336
41,0.551,0.287,0.83,1.91,1.28,-0.338
41.1,0.544,0.306,0.82,1.91,1.29,-0.34
41.2,0.537,0.325,0.81,1.91,1.3,-0.342
41.3,0.53,0.344,0.8,1.91,1.3,-0.344
41.4,0.523,0.363,0.789,1.9,1.31,-0.345
41.5,0.517,0.383,0.778,1.89,1.32,-0.347
41.6,0.51,0.403,0.767,1.88,1.33,-0.348
41.7,0.503,0.423,0.756,1.87,1.33,-0.349
41.8,0.497,0.443,0.745,1.86,1.34,-0.349
41.9,0.49,0.464,0.733,1.85,1.35,-0.35
42,0.484,0.485,0.721,1.83,1.36,-0.35
42.1,0.477,0.506,0.709,1.81,1.37,-0.35
42.2,0.471,0.527,0.697,1.8,1.38,-0.35
42.3,0.465,0.549,0.685,1.78,1.38,-0.35
42.4,0.459,0.57,0.672,1.75,1.39,-0.35
42.5,0.453,0.592,0.66,1.73,1.4,-0.349
42.6,0.447,0.614,0.647,1.71,1.42,-0.349
42.7,0.441,0.636,0.633,1.68,1.43,-0.348
42.8,0.435,0.659,0.62,1.66,1.44,-0.348
42.9,0.43,0.681,0.606,1.63,1.45,-0.347
43,0.424,0.704,0.593,1.6,1.46,-0.346
43.1,0.419,0.726,0.579,1.57,1.47,-0.346
43.2,0.414,0.749,0.564,1.54,1.49,-0.345
43.3,0.408,0.771,0.55,1.51,1.5,-0.344
43.4,0.403,0.794,0.535,1.48,1.52,-0.343
43.5,0.398,0.817,0.52,1.45,1.53,-0.343
43.6,0.393,0.839,0.505,1.42,1.55,-0.342
